AnnoS;AteneoCOD;AteneoNOME;SESSO;Lau
2010;4301;Macerata;M;457
2010;4302;Camerino;F;522
2010;4302;Camerino;M;542
2010;4801;Firenze;F;5443
2010;4801;Firenze;M;3952
2010;4804;Firenze IUL - telematica;F;11
2010;4804;Firenze IUL - telematica;M;2
2010;5001;Pisa;F;3490
2010;5001;Pisa;M;3198
2010;5201;Siena;F;1915
2010;5201;Siena;M;1324
2010;5202;Siena Stranieri;F;88
2010;5202;Siena Stranieri;M;17
2010;5401;Perugia;F;2907
2010;5401;Perugia;M;2045
2010;5403;Perugia Stranieri;F;258
2010;5403;Perugia Stranieri;M;150
2010;5601;Tuscia;F;635
2010;5601;Tuscia;M;1227
2010;5801;Roma La Sapienza;F;12031
2010;5801;Roma La Sapienza;M;7424
2010;5802;Roma Tor Vergata;F;2706
2010;5802;Roma Tor Vergata;M;2317
2010;5803;Roma LUMSA;F;1028
2010;5803;Roma LUMSA;M;445
2010;5805;Roma LUISS;F;1051
2010;5805;Roma LUISS;M;1003
2010;5806;Roma Foro Italico;F;106
2010;5806;Roma Foro Italico;M;150
2010;5807;Roma Tre;F;3370
2010;5807;Roma Tre;M;2192
2010;5808;Roma Biomedico;F;111
2010;5808;Roma Biomedico;M;90
2010;5809;Roma UNINT;F;172
2010;5809;Roma UNINT;M;121
2010;5810;Roma Marconi - telematica;F;394
2010;5810;Roma Marconi - telematica;M;1078
2010;5811;Roma UNITELMA - telematica;F;83
2010;5811;Roma UNITELMA - telematica;M;176
2010;5812;Roma Europea;F;61
2010;5812;Roma Europea;M;35
2010;5813;Roma UNINETTUNO - telematica;F;35
2010;5813;Roma UNINETTUNO - telematica;M;51
2010;5814;Roma  Mercatorum - telematica;F;7
2010;5814;Roma  Mercatorum - telematica;M;14
2010;5815;Roma UNICUSANO - telematica;F;282
2010;5815;Roma UNICUSANO - telematica;M;325
2010;5816;Roma San Raffaele - telematica;F;1
2010;5816;Roma San Raffaele - telematica;M;4
2010;6001;Cassino;F;913
2010;6001;Cassino;M;626
2010;6201;Sannio;F;400
2010;6201;Sannio;M;326
2010;6202;Benevento Giustino Fortunato - telematica;F;26
2010;6202;Benevento Giustino Fortunato - telematica;M;42
2010;6301;Napoli Federico II;F;6786
2010;6301;Napoli Federico II;M;5124
2010;6302;Napoli Parthenope;F;1050
2010;6302;Napoli Parthenope;M;1053
2010;6303;Napoli L'Orientale;F;1378
2010;6303;Napoli L'Orientale;M;358
2010;6304;Napoli Benincasa;F;1462
2010;6304;Napoli Benincasa;M;309
2010;6306;Napoli Vanvitelli;F;2517
2010;6306;Napoli Vanvitelli;M;1802
2010;6307;Napoli Pegaso - telematica;F;353
2010;6307;Napoli Pegaso - telematica;M;254
2010;6501;Salerno;F;2654
2010;6501;Salerno;M;1627
2010;6601;L'Aquila;F;1881
2010;6601;L'Aquila;M;1314
2010;6701;Teramo;F;521
2010;6701;Teramo;M;476
2010;6901;Chieti e Pescara;F;2956
2010;6901;Chieti e Pescara;M;1553
2010;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;35
2010;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;19
2010;7001;Molise;F;745
2010;7001;Molise;M;485
2010;7101;Foggia;F;908
2010;7101;Foggia;M;485
2010;7201;Bari;F;5264
2010;7201;Bari;M;2476
2010;7202;Bari Politecnico;F;444
2010;7202;Bari Politecnico;M;1013
2010;7203;Casamassima - G.Degennaro;F;92
2010;7203;Casamassima - G.Degennaro;M;114
2010;7501;Salento;F;2758
2010;7501;Salento;M;1125
2010;7601;Basilicata;F;556
2010;7601;Basilicata;M;371
2010;7801;Calabria;F;2709
2010;7801;Calabria;M;1748
2010;7901;Catanzaro;F;1220
2010;7901;Catanzaro;M;660
2010;8001;Reggio Calabria;F;465
2010;8001;Reggio Calabria;M;469
2010;8003;Reggio Calabria - Dante Alighieri;F;12
2010;8003;Reggio Calabria - Dante Alighieri;M;4
2010;8201;Palermo;F;4604
2010;8201;Palermo;M;2809
2010;8301;Messina;F;3020
2010;8301;Messina;M;1589
2010;8601;Enna KORE;F;405
2010;8601;Enna KORE;M;311
2010;8701;Catania;F;4344
2010;8701;Catania;M;2677
2010;9001;Sassari;F;1150
2010;9001;Sassari;M;610
2010;9201;Cagliari;F;2649
2010;9201;Cagliari;M;1447
2009;101;Torino;F;6731
2009;101;Torino;M;3913
2009;102;Torino Politecnico;F;1348
2009;102;Torino Politecnico;M;3177
2009;201;Piemonte Orientale;F;957
2009;201;Piemonte Orientale;M;538
2009;401;Bra Scienze Gastronomiche;F;19
2009;401;Bra Scienze Gastronomiche;M;34
2009;701;Aosta;F;98
2009;701;Aosta;M;29
2009;1001;Genova;F;3463
2009;1001;Genova;M;2499
2009;1201;Castellanza LIUC;F;199
2009;1201;Castellanza LIUC;M;334
2009;1202;Insubria;F;814
2009;1202;Insubria;M;609
2009;1501;Milano;F;5747
2009;1501;Milano;M;3530
2009;1502;Milano Politecnico;F;2983
2009;1502;Milano Politecnico;M;5728
2009;1503;Milano Bocconi;F;1641
2009;1503;Milano Bocconi;M;1956
2009;1504;Milano Cattolica;F;5780
2009;1504;Milano Cattolica;M;2672
2009;1505;Milano IULM;F;881
2009;1505;Milano IULM;M;316
2009;1508;Milano San Raffaele;F;344
2009;1508;Milano San Raffaele;M;160
2009;1509;Milano Bicocca;F;3236
2009;1509;Milano Bicocca;M;1786
2009;1601;Bergamo;F;1524
2009;1601;Bergamo;M;872
2009;1701;Brescia;F;1083
2009;1701;Brescia;M;1116
2009;1801;Pavia;F;2283
2009;1801;Pavia;M;1724
2009;2101;Bolzano;F;357
2009;2101;Bolzano;M;120
2009;2201;Trento;F;1264
2009;2201;Trento;M;1103
2009;2301;Verona;F;2547
2009;2301;Verona;M;1153
2009;2701;Ca' Foscari Venezia;F;2192
2009;2701;Ca' Foscari Venezia;M;1116
2009;2702;Venezia Iuav;F;832
2009;2702;Venezia Iuav;M;769
2009;2801;Padova;F;6856
2009;2801;Padova;M;4928
2009;3001;Udine;F;1734
2009;3001;Udine;M;1317
2009;3201;Trieste;F;1980
2009;3201;Trieste;M;1263
2009;3401;Parma;F;2595
2009;3401;Parma;M;1916
2009;3601;Modena e Reggio Emilia;F;1776
2009;3601;Modena e Reggio Emilia;M;1413
2009;3701;Bologna;F;9086
2009;3701;Bologna;M;6451
2009;3801;Ferrara;F;1529
2009;3801;Ferrara;M;1170
2009;4101;Urbino;F;1823
2009;4101;Urbino;M;984
2009;4201;Marche;F;1360
2009;4201;Marche;M;1432
2009;4301;Macerata;F;1448
2009;4301;Macerata;M;584
2009;4302;Camerino;F;519
2009;4302;Camerino;M;649
2009;4801;Firenze;F;5861
2009;4801;Firenze;M;3913
2009;4804;Firenze IUL - telematica;F;19
2009;4804;Firenze IUL - telematica;M;5
2009;5001;Pisa;F;3664
2009;5001;Pisa;M;3519
2009;5201;Siena;F;2075
2009;5201;Siena;M;4069
2009;5202;Siena Stranieri;F;106
2009;5202;Siena Stranieri;M;13
2009;5401;Perugia;F;3134
2009;5401;Perugia;M;2158
2009;5403;Perugia Stranieri;F;285
2009;5403;Perugia Stranieri;M;180
2009;5601;Tuscia;F;706
2009;5601;Tuscia;M;1636
2009;5801;Roma La Sapienza;F;13094
2009;5801;Roma La Sapienza;M;7809
2009;5802;Roma Tor Vergata;F;2589
2009;5802;Roma Tor Vergata;M;2377
2009;5803;Roma LUMSA;F;1107
2009;5803;Roma LUMSA;M;477
2009;5805;Roma LUISS;F;844
2009;5805;Roma LUISS;M;888
2009;5806;Roma Foro Italico;F;96
2009;5806;Roma Foro Italico;M;155
2009;5807;Roma Tre;F;3229
2009;5807;Roma Tre;M;2157
2009;5808;Roma Biomedico;F;119
2009;5808;Roma Biomedico;M;70
2009;5809;Roma UNINT;F;194
2009;5809;Roma UNINT;M;150
2009;5810;Roma Marconi - telematica;F;307
2009;5810;Roma Marconi - telematica;M;1007
2009;5811;Roma UNITELMA - telematica;F;51
2009;5811;Roma UNITELMA - telematica;M;141
2009;5812;Roma Europea;F;31
2009;5812;Roma Europea;M;13
2009;5813;Roma UNINETTUNO - telematica;F;43
2009;5813;Roma UNINETTUNO - telematica;M;71
2009;5815;Roma UNICUSANO - telematica;F;164
2009;5815;Roma UNICUSANO - telematica;M;278
2009;5816;Roma San Raffaele - telematica;F;12
2009;5816;Roma San Raffaele - telematica;M;6
2009;6001;Cassino;F;1016
2009;6001;Cassino;M;601
2009;6201;Sannio;F;481
2009;6201;Sannio;M;445
2009;6202;Benevento Giustino Fortunato - telematica;F;13
2009;6202;Benevento Giustino Fortunato - telematica;M;28
2009;6301;Napoli Federico II;F;6593
2009;6301;Napoli Federico II;M;5235
2009;6302;Napoli Parthenope;F;983
2009;6302;Napoli Parthenope;M;1056
2009;6303;Napoli L'Orientale;F;1437
2009;6303;Napoli L'Orientale;M;376
2009;6304;Napoli Benincasa;F;1415
2009;6304;Napoli Benincasa;M;311
2009;6306;Napoli Vanvitelli;F;2359
2009;6306;Napoli Vanvitelli;M;1554
2009;6307;Napoli Pegaso - telematica;F;277
2009;6307;Napoli Pegaso - telematica;M;134
2009;6501;Salerno;F;2661
2009;6501;Salerno;M;1626
2009;6601;L'Aquila;F;1869
2009;6601;L'Aquila;M;1242
2009;6701;Teramo;F;520
2009;6701;Teramo;M;466
2009;6901;Chieti e Pescara;F;3528
2009;6901;Chieti e Pescara;M;1894
2009;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;13
2009;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;14
2009;7001;Molise;F;690
2009;7001;Molise;M;430
2009;7101;Foggia;F;824
2009;7101;Foggia;M;497
2009;7201;Bari;F;5278
2009;7201;Bari;M;2638
2009;7202;Bari Politecnico;F;465
2009;7202;Bari Politecnico;M;1038
2009;7203;Casamassima - G.Degennaro;F;105
2009;7203;Casamassima - G.Degennaro;M;176
2009;7501;Salento;F;2697
2009;7501;Salento;M;1231
2009;7601;Basilicata;F;485
2009;7601;Basilicata;M;290
2009;7801;Calabria;F;2535
2009;7801;Calabria;M;1739
2009;7901;Catanzaro;F;1115
2009;7901;Catanzaro;M;640
2009;8001;Reggio Calabria;F;619
2009;8001;Reggio Calabria;M;587
2009;8201;Palermo;F;4667
2009;8201;Palermo;M;2673
2009;8301;Messina;F;2875
2009;8301;Messina;M;1556
2009;8601;Enna KORE;F;212
2009;8601;Enna KORE;M;183
2009;8701;Catania;F;5026
2009;8701;Catania;M;3208
2009;9001;Sassari;F;1161
2009;9001;Sassari;M;645
2009;9201;Cagliari;F;3255
2009;9201;Cagliari;M;1911
2008;101;Torino;F;6899
2008;101;Torino;M;4048
2008;102;Torino Politecnico;F;1280
2008;102;Torino Politecnico;M;3052
2008;201;Piemonte Orientale;F;1135
2008;201;Piemonte Orientale;M;561
2008;401;Bra Scienze Gastronomiche;F;31
2008;401;Bra Scienze Gastronomiche;M;29
2008;701;Aosta;F;100
2008;701;Aosta;M;18
2008;1001;Genova;F;3340
2008;1001;Genova;M;2367
2008;1201;Castellanza LIUC;F;186
2008;1201;Castellanza LIUC;M;371
2008;1202;Insubria;F;821
2008;1202;Insubria;M;579
2008;1501;Milano;F;5817
2008;1501;Milano;M;3810
2008;1502;Milano Politecnico;F;3100
2008;1502;Milano Politecnico;M;5900
2008;1503;Milano Bocconi;F;1949
2008;1503;Milano Bocconi;M;2272
2008;1504;Milano Cattolica;F;5635
2008;1504;Milano Cattolica;M;2501
2008;1505;Milano IULM;F;981
2008;1505;Milano IULM;M;381
2008;1508;Milano San Raffaele;F;360
2008;1508;Milano San Raffaele;M;182
2008;1509;Milano Bicocca;F;3287
2008;1509;Milano Bicocca;M;1698
2008;1601;Bergamo;F;1465
2008;1601;Bergamo;M;843
2008;1701;Brescia;F;1114
2008;1701;Brescia;M;1130
2008;1801;Pavia;F;2362
2008;1801;Pavia;M;1696
2008;2101;Bolzano;F;334
2008;2101;Bolzano;M;107
2008;2201;Trento;F;1244
2008;2201;Trento;M;1083
2008;2301;Verona;F;2441
2008;2301;Verona;M;1130
2008;2701;Ca' Foscari Venezia;F;2238
2008;2701;Ca' Foscari Venezia;M;1118
2008;2702;Venezia Iuav;F;778
2008;2702;Venezia Iuav;M;719
2008;2801;Padova;F;6935
2008;2801;Padova;M;4822
2008;3001;Udine;F;1657
2008;3001;Udine;M;1260
2008;3201;Trieste;F;2034
2008;3201;Trieste;M;1319
2008;3401;Parma;F;2541
2008;3401;Parma;M;2023
2008;3601;Modena e Reggio Emilia;F;1867
2008;3601;Modena e Reggio Emilia;M;1416
2008;3701;Bologna;F;9211
2008;3701;Bologna;M;6720
2008;3801;Ferrara;F;1541
2008;3801;Ferrara;M;1200
2008;4101;Urbino;F;1862
2008;4101;Urbino;M;1014
2008;4201;Marche;F;1244
2008;4201;Marche;M;1427
2008;4301;Macerata;F;1301
2008;4301;Macerata;M;615
2008;4302;Camerino;F;495
2008;4302;Camerino;M;583
2008;4801;Firenze;F;5770
2008;4801;Firenze;M;3981
2008;5001;Pisa;F;3692
2008;5001;Pisa;M;3355
2008;5201;Siena;F;2026
2008;5201;Siena;M;4267
2008;5202;Siena Stranieri;F;98
2008;5202;Siena Stranieri;M;19
2008;5401;Perugia;F;2980
2008;5401;Perugia;M;2275
2008;5403;Perugia Stranieri;F;326
2008;5403;Perugia Stranieri;M;206
2008;5601;Tuscia;F;780
2008;5601;Tuscia;M;1771
2008;5801;Roma La Sapienza;F;12121
2008;5801;Roma La Sapienza;M;7583
2008;5802;Roma Tor Vergata;F;2835
2008;5802;Roma Tor Vergata;M;2569
2008;5803;Roma LUMSA;F;1203
2008;5803;Roma LUMSA;M;495
2008;5805;Roma LUISS;F;824
2008;5805;Roma LUISS;M;772
2008;5806;Roma Foro Italico;F;82
2008;5806;Roma Foro Italico;M;97
2008;5807;Roma Tre;F;3503
2008;5807;Roma Tre;M;2233
2008;5808;Roma Biomedico;F;97
2008;5808;Roma Biomedico;M;76
2008;5809;Roma UNINT;F;176
2008;5809;Roma UNINT;M;131
2008;5810;Roma Marconi - telematica;F;310
2008;5810;Roma Marconi - telematica;M;1385
2008;5811;Roma UNITELMA - telematica;F;83
2008;5811;Roma UNITELMA - telematica;M;152
2008;5812;Roma Europea;F;24
2008;5812;Roma Europea;M;4
2008;5813;Roma UNINETTUNO - telematica;M;3
2008;5815;Roma UNICUSANO - telematica;F;86
2008;5815;Roma UNICUSANO - telematica;M;121
2008;6001;Cassino;F;976
2008;6001;Cassino;M;687
2008;6201;Sannio;F;454
2008;6201;Sannio;M;448
2008;6202;Benevento Giustino Fortunato - telematica;M;2
2008;6301;Napoli Federico II;F;6556
2008;6301;Napoli Federico II;M;5532
2008;6302;Napoli Parthenope;F;1002
2008;6302;Napoli Parthenope;M;1039
2008;6303;Napoli L'Orientale;F;1312
2008;6303;Napoli L'Orientale;M;358
2008;6304;Napoli Benincasa;F;1535
2008;6304;Napoli Benincasa;M;316
2008;6306;Napoli Vanvitelli;F;2358
2008;6306;Napoli Vanvitelli;M;1608
2008;6501;Salerno;F;2717
2008;6501;Salerno;M;1675
2008;6601;L'Aquila;F;1797
2008;6601;L'Aquila;M;1463
2008;6701;Teramo;F;640
2008;6701;Teramo;M;605
2008;6901;Chieti e Pescara;F;3798
2008;6901;Chieti e Pescara;M;2400
2008;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;5
2008;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;12
2008;7001;Molise;F;800
2008;7001;Molise;M;563
2008;7101;Foggia;F;1001
2008;7101;Foggia;M;581
2008;7201;Bari;F;5432
2008;7201;Bari;M;2509
2008;7202;Bari Politecnico;F;427
2008;7202;Bari Politecnico;M;1087
2008;7203;Casamassima - G.Degennaro;F;66
2008;7203;Casamassima - G.Degennaro;M;134
2008;7501;Salento;F;2810
2008;7501;Salento;M;1146
2008;7601;Basilicata;F;500
2008;7601;Basilicata;M;327
2008;7801;Calabria;F;2583
2008;7801;Calabria;M;1695
2008;7901;Catanzaro;F;1265
2008;7901;Catanzaro;M;758
2008;8001;Reggio Calabria;F;651
2008;8001;Reggio Calabria;M;574
2008;8201;Palermo;F;5106
2008;8201;Palermo;M;3164
2008;8301;Messina;F;3104
2008;8301;Messina;M;1636
2008;8601;Enna KORE;F;187
2008;8601;Enna KORE;M;297
2008;8701;Catania;F;4486
2008;8701;Catania;M;2845
2008;9001;Sassari;F;1156
2008;9001;Sassari;M;612
2008;9201;Cagliari;F;2602
2008;9201;Cagliari;M;1488
2007;101;Torino;F;6812
2007;101;Torino;M;4252
2007;102;Torino Politecnico;F;1283
2007;102;Torino Politecnico;M;3022
2007;201;Piemonte Orientale;F;1158
2007;201;Piemonte Orientale;M;546
2007;401;Bra Scienze Gastronomiche;F;20
2007;401;Bra Scienze Gastronomiche;M;5
2007;701;Aosta;F;92
2007;701;Aosta;M;22
2007;1001;Genova;F;3288
2007;1001;Genova;M;2379
2007;1201;Castellanza LIUC;F;196
2007;1201;Castellanza LIUC;M;387
2007;1202;Insubria;F;850
2007;1202;Insubria;M;603
2007;1501;Milano;F;5843
2007;1501;Milano;M;3809
2007;1502;Milano Politecnico;F;2835
2007;1502;Milano Politecnico;M;6072
2007;1503;Milano Bocconi;F;1877
2007;1503;Milano Bocconi;M;2186
2007;1504;Milano Cattolica;F;5712
2007;1504;Milano Cattolica;M;2666
2007;1505;Milano IULM;F;1025
2007;1505;Milano IULM;M;376
2007;1508;Milano San Raffaele;F;322
2007;1508;Milano San Raffaele;M;119
2007;1509;Milano Bicocca;F;3505
2007;1509;Milano Bicocca;M;1636
2007;1601;Bergamo;F;1425
2007;1601;Bergamo;M;855
2007;1701;Brescia;F;1037
2007;1701;Brescia;M;1072
2007;1801;Pavia;F;2368
2007;1801;Pavia;M;1665
2007;2101;Bolzano;F;310
2007;2101;Bolzano;M;102
2007;2201;Trento;F;1217
2007;2201;Trento;M;1090
2007;2301;Verona;F;2299
2007;2301;Verona;M;1058
2007;2701;Ca' Foscari Venezia;F;2221
2007;2701;Ca' Foscari Venezia;M;1060
2007;2702;Venezia Iuav;F;796
2007;2702;Venezia Iuav;M;801
2007;2801;Padova;F;7110
2007;2801;Padova;M;5057
2007;3001;Udine;F;1655
2007;3001;Udine;M;1337
2007;3201;Trieste;F;2114
2007;3201;Trieste;M;1396
2007;3401;Parma;F;2715
2007;3401;Parma;M;2041
2007;3601;Modena e Reggio Emilia;F;1821
2007;3601;Modena e Reggio Emilia;M;1440
2007;3701;Bologna;F;9217
2007;3701;Bologna;M;6634
2007;3801;Ferrara;F;1500
2007;3801;Ferrara;M;1155
2007;4101;Urbino;F;2037
2007;4101;Urbino;M;1125
2007;4201;Marche;F;1147
2007;4201;Marche;M;1335
2007;4301;Macerata;F;1372
2007;4301;Macerata;M;626
2007;4302;Camerino;F;485
2007;4302;Camerino;M;591
2007;4801;Firenze;F;5746
2007;4801;Firenze;M;3649
2007;5001;Pisa;F;3625
2007;5001;Pisa;M;3394
2007;5201;Siena;F;2085
2007;5201;Siena;M;3319
2007;5202;Siena Stranieri;F;85
2007;5202;Siena Stranieri;M;11
2007;5401;Perugia;F;3174
2007;5401;Perugia;M;2161
2007;5403;Perugia Stranieri;F;449
2007;5403;Perugia Stranieri;M;355
2007;5601;Tuscia;F;754
2007;5601;Tuscia;M;1448
2007;5801;Roma La Sapienza;F;12337
2007;5801;Roma La Sapienza;M;7474
2007;5802;Roma Tor Vergata;F;2699
2007;5802;Roma Tor Vergata;M;2354
2007;5803;Roma LUMSA;F;1166
2007;5803;Roma LUMSA;M;463
2007;5805;Roma LUISS;F;598
2007;5805;Roma LUISS;M;607
2007;5806;Roma Foro Italico;F;106
2007;5806;Roma Foro Italico;M;128
2007;5807;Roma Tre;F;3897
2007;5807;Roma Tre;M;2223
2007;5808;Roma Biomedico;F;130
2007;5808;Roma Biomedico;M;68
2007;5809;Roma UNINT;F;460
2007;5809;Roma UNINT;M;449
2007;5810;Roma Marconi - telematica;F;262
2007;5810;Roma Marconi - telematica;M;1451
2007;5811;Roma UNITELMA - telematica;F;87
2007;5811;Roma UNITELMA - telematica;M;405
2007;5813;Roma UNINETTUNO - telematica;M;1
2007;6001;Cassino;F;1037
2007;6001;Cassino;M;680
2007;6201;Sannio;F;424
2007;6201;Sannio;M;395
2007;6301;Napoli Federico II;F;6595
2007;6301;Napoli Federico II;M;5450
2007;6302;Napoli Parthenope;F;1056
2007;6302;Napoli Parthenope;M;1143
2007;6303;Napoli L'Orientale;F;1459
2007;6303;Napoli L'Orientale;M;412
2007;6304;Napoli Benincasa;F;1678
2007;6304;Napoli Benincasa;M;336
2007;6306;Napoli Vanvitelli;F;2484
2007;6306;Napoli Vanvitelli;M;1566
2007;6501;Salerno;F;2966
2007;6501;Salerno;M;1794
2007;6601;L'Aquila;F;1908
2007;6601;L'Aquila;M;1546
2007;6701;Teramo;F;707
2007;6701;Teramo;M;745
2007;6901;Chieti e Pescara;F;4654
2007;6901;Chieti e Pescara;M;2925
2007;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;6
2007;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;1
2007;7001;Molise;F;812
2007;7001;Molise;M;540
2007;7101;Foggia;F;777
2007;7101;Foggia;M;451
2007;7201;Bari;F;5667
2007;7201;Bari;M;2728
2007;7202;Bari Politecnico;F;434
2007;7202;Bari Politecnico;M;1083
2007;7203;Casamassima - G.Degennaro;F;117
2007;7203;Casamassima - G.Degennaro;M;259
2007;7501;Salento;F;2837
2007;7501;Salento;M;1239
2007;7601;Basilicata;F;554
2007;7601;Basilicata;M;402
2007;7801;Calabria;F;2881
2007;7801;Calabria;M;1776
2007;7901;Catanzaro;F;1272
2007;7901;Catanzaro;M;639
2007;8001;Reggio Calabria;F;584
2007;8001;Reggio Calabria;M;601
2007;8201;Palermo;F;6450
2007;8201;Palermo;M;3680
2007;8301;Messina;F;3275
2007;8301;Messina;M;1597
2007;8601;Enna KORE;F;144
2007;8601;Enna KORE;M;448
2007;8701;Catania;F;4172
2007;8701;Catania;M;2901
2007;9001;Sassari;F;1205
2007;9001;Sassari;M;664
2007;9201;Cagliari;F;2635
2007;9201;Cagliari;M;1536
2006;101;Torino;F;6804
2006;101;Torino;M;4567
2006;102;Torino Politecnico;F;1268
2006;102;Torino Politecnico;M;3259
2006;201;Piemonte Orientale;F;1025
2006;201;Piemonte Orientale;M;580
2006;701;Aosta;F;48
2006;701;Aosta;M;22
2006;1001;Genova;F;3356
2006;1001;Genova;M;2517
2006;1201;Castellanza LIUC;F;198
2006;1201;Castellanza LIUC;M;395
2006;1202;Insubria;F;925
2006;1202;Insubria;M;588
2006;1501;Milano;F;5845
2006;1501;Milano;M;3927
2006;1502;Milano Politecnico;F;2927
2006;1502;Milano Politecnico;M;6198
2006;1503;Milano Bocconi;F;1561
2006;1503;Milano Bocconi;M;1830
2006;1504;Milano Cattolica;F;5469
2006;1504;Milano Cattolica;M;2554
2006;1505;Milano IULM;F;1115
2006;1505;Milano IULM;M;402
2006;1508;Milano San Raffaele;F;262
2006;1508;Milano San Raffaele;M;120
2006;1509;Milano Bicocca;F;3385
2006;1509;Milano Bicocca;M;1768
2006;1601;Bergamo;F;1363
2006;1601;Bergamo;M;776
2006;1701;Brescia;F;1129
2006;1701;Brescia;M;1076
2006;1801;Pavia;F;2403
2006;1801;Pavia;M;1687
2006;2101;Bolzano;F;227
2006;2101;Bolzano;M;79
2006;2201;Trento;F;1184
2006;2201;Trento;M;1040
2006;2301;Verona;F;2332
2006;2301;Verona;M;1074
2006;2701;Ca' Foscari Venezia;F;1934
2006;2701;Ca' Foscari Venezia;M;1049
2006;2702;Venezia Iuav;F;935
2006;2702;Venezia Iuav;M;874
2006;2801;Padova;F;7460
2006;2801;Padova;M;5651
2006;3001;Udine;F;1660
2006;3001;Udine;M;1398
2006;3201;Trieste;F;2293
2006;3201;Trieste;M;1605
2006;3401;Parma;F;3007
2006;3401;Parma;M;2226
2006;3601;Modena e Reggio Emilia;F;1791
2006;3601;Modena e Reggio Emilia;M;1474
2006;3701;Bologna;F;9380
2006;3701;Bologna;M;7218
2006;3801;Ferrara;F;1569
2006;3801;Ferrara;M;1191
2006;4101;Urbino;F;2256
2006;4101;Urbino;M;1148
2006;4201;Marche;F;1196
2006;4201;Marche;M;1400
2006;4301;Macerata;F;1423
2006;4301;Macerata;M;649
2006;4302;Camerino;F;477
2006;4302;Camerino;M;592
2006;4801;Firenze;F;5728
2006;4801;Firenze;M;3784
2006;5001;Pisa;F;3527
2006;5001;Pisa;M;3446
2006;5201;Siena;F;2106
2006;5201;Siena;M;2930
2006;5202;Siena Stranieri;F;48
2006;5202;Siena Stranieri;M;12
2006;5401;Perugia;F;3329
2006;5401;Perugia;M;2357
2006;5403;Perugia Stranieri;F;474
2006;5403;Perugia Stranieri;M;242
2006;5601;Tuscia;F;757
2006;5601;Tuscia;M;1207
2006;5801;Roma La Sapienza;F;12792
2006;5801;Roma La Sapienza;M;7856
2006;5802;Roma Tor Vergata;F;2663
2006;5802;Roma Tor Vergata;M;2705
2006;5803;Roma LUMSA;F;1196
2006;5803;Roma LUMSA;M;572
2006;5805;Roma LUISS;F;632
2006;5805;Roma LUISS;M;590
2006;5806;Roma Foro Italico;F;85
2006;5806;Roma Foro Italico;M;109
2006;5807;Roma Tre;F;3675
2006;5807;Roma Tre;M;2324
2006;5808;Roma Biomedico;F;98
2006;5808;Roma Biomedico;M;57
2006;5809;Roma UNINT;F;380
2006;5809;Roma UNINT;M;361
2006;5810;Roma Marconi - telematica;F;102
2006;5810;Roma Marconi - telematica;M;431
2006;5811;Roma UNITELMA - telematica;F;3
2006;5811;Roma UNITELMA - telematica;M;60
2006;6001;Cassino;F;1263
2006;6001;Cassino;M;790
2006;6201;Sannio;F;371
2006;6201;Sannio;M;320
2006;6301;Napoli Federico II;F;7029
2006;6301;Napoli Federico II;M;5973
2006;6302;Napoli Parthenope;F;1078
2006;6302;Napoli Parthenope;M;1174
2006;6303;Napoli L'Orientale;F;1474
2006;6303;Napoli L'Orientale;M;349
2006;6304;Napoli Benincasa;F;1749
2006;6304;Napoli Benincasa;M;297
2006;6306;Napoli Vanvitelli;F;2610
2006;6306;Napoli Vanvitelli;M;1704
2006;6501;Salerno;F;3113
2006;6501;Salerno;M;1953
2006;6601;L'Aquila;F;1692
2006;6601;L'Aquila;M;1557
2006;6701;Teramo;F;696
2006;6701;Teramo;M;590
2006;6901;Chieti e Pescara;F;3704
2006;6901;Chieti e Pescara;M;2920
2006;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;1
2006;7001;Molise;F;810
2006;7001;Molise;M;557
2006;7101;Foggia;F;842
2006;7101;Foggia;M;457
2006;7201;Bari;F;5815
2006;7201;Bari;M;2719
2006;7202;Bari Politecnico;F;541
2006;7202;Bari Politecnico;M;1248
2006;7203;Casamassima - G.Degennaro;F;141
2006;7203;Casamassima - G.Degennaro;M;387
2006;7501;Salento;F;2754
2006;7501;Salento;M;1186
2006;7601;Basilicata;F;518
2006;7601;Basilicata;M;414
2006;7801;Calabria;F;3053
2006;7801;Calabria;M;2051
2006;7901;Catanzaro;F;1348
2006;7901;Catanzaro;M;788
2006;8001;Reggio Calabria;F;645
2006;8001;Reggio Calabria;M;606
2006;8201;Palermo;F;4982
2006;8201;Palermo;M;3217
2006;8301;Messina;F;2945
2006;8301;Messina;M;1732
2006;8701;Catania;F;4262
2006;8701;Catania;M;2894
2006;9001;Sassari;F;1252
2006;9001;Sassari;M;678
2006;9201;Cagliari;F;2781
2006;9201;Cagliari;M;1567
2005;101;Torino;F;7171
2005;101;Torino;M;6373
2005;102;Torino Politecnico;F;1316
2005;102;Torino Politecnico;M;3352
2005;201;Piemonte Orientale;F;1080
